"","fromgene","togene"
"4026","10022","339403"
"4027","C01245","C00076"
"4028","7046","4087"
"4029","7048","4087"
"4030","5609","1432"
"4031","5609","5600"
"4032","5609","5603"
"4033","5609","6300"
"4034","5609","5599"
"4035","5609","5601"
"4036","5609","5602"
"4037","6416","1432"
"4038","6416","5600"
"4039","6416","5603"
"4040","6416","6300"
"4041","6416","5599"
"4042","6416","5601"
"4043","6416","5602"
"4044","1432","2353"
"4045","1432","3725"
"4046","5600","2353"
"4047","5600","3725"
"4048","5603","2353"
"4049","5603","3725"
"4050","6300","2353"
"4051","6300","3725"
"4052","5599","2353"
"4053","5599","3725"
"4054","5601","2353"
"4055","5601","3725"
"4056","5602","2353"
"4057","5602","3725"
"4058","1956","2885"
"4059","2885","25759"
"4060","2885","399694"
"4061","2885","53358"
"4062","2885","6464"
"4063","998","1432"
"4064","998","5600"
"4065","998","5603"
"4066","998","6300"
"4067","3791","9047"
"4068","3791","5335"
"4069","3791","5336"
"4070","3791","25759"
"4071","3791","5747"
"4072","3791","5829"
"4073","3791","998"
"4074","3791","5290"
"4075","3791","5291"
"4076","3791","5293"
"4077","3791","5295"
"4078","3791","5296"
"4079","3791","8503"
"4080","3791","6714"
"4081","5335","5530"
"4082","5335","5532"
"4083","5335","5533"
"4084","5335","5534"
"4085","5335","5535"
"4086","5335","5578"
"4087","5335","5579"
"4088","5335","5582"
"4089","5335","100137049"
"4090","5335","123745"
"4091","5335","255189"
"4092","5335","283748"
"4093","5335","5321"
"4094","5335","8605"
"4095","5335","8681"
"4096","5335","4846"
"4097","5335","9047"
"4098","5336","5530"
"4099","5336","5532"
"4100","5336","5533"
"4101","5336","5534"
"4102","5336","5535"
"4103","5336","5578"
"4104","5336","5579"
"4105","5336","5582"
"4106","5336","100137049"
"4107","5336","123745"
"4108","5336","255189"
"4109","5336","283748"
"4110","5336","5321"
"4111","5336","8605"
"4112","5336","8681"
"4113","5336","4846"
"4114","5336","9047"
"4115","56848","3265"
"4116","56848","3845"
"4117","56848","4893"
"4118","8877","3265"
"4119","8877","3845"
"4120","8877","4893"
"4121","7867","3315"
"4122","9261","3315"
"4123","5530","4773"
"4124","5532","4773"
"4125","5533","4773"
"4126","5534","4773"
"4127","5535","4773"
"4128","10000","842"
"4129","10000","572"
"4130","207","842"
"4131","207","572"
"4132","208","842"
"4133","208","572"
"4134","5290","5879"
"4135","5290","5880"
"4136","5290","5881"
"4137","5291","5879"
"4138","5291","5880"
"4139","5291","5881"
"4140","5293","5879"
"4141","5293","5880"
"4142","5293","5881"
"4143","5295","5879"
"4144","5295","5880"
"4145","5295","5881"
"4146","5296","5879"
"4147","5296","5880"
"4148","5296","5881"
"4149","8503","5879"
"4150","8503","5880"
"4151","8503","5881"
"4152","4773","5743"
"4153","5578","5894"
"4154","5578","56848"
"4155","5578","8877"
"4156","5579","5894"
"4157","5579","56848"
"4158","5579","8877"
"4159","5582","5894"
"4160","5582","56848"
"4161","5582","8877"
"4162","1432","7867"
"4163","1432","9261"
"4164","5600","7867"
"4165","5600","9261"
"4166","5603","7867"
"4167","5603","9261"
"4168","6300","7867"
"4169","6300","9261"
"4170","6714","5290"
"4171","6714","5291"
"4172","6714","5293"
"4173","6714","5295"
"4174","6714","5296"
"4175","6714","8503"
"4176","7422","3791"
"4177","5594","100137049"
"4178","5594","123745"
"4179","5594","255189"
"4180","5594","283748"
"4181","5594","5321"
"4182","5594","8605"
"4183","5594","8681"
"4184","5595","100137049"
"4185","5595","123745"
"4186","5595","255189"
"4187","5595","283748"
"4188","5595","5321"
"4189","5595","8605"
"4190","5595","8681"
"4191","898","5925"
"4192","9134","5925"
"4193","1017","5925"
"4194","595","5925"
"4195","3688","5747"
"4196","3655","5747"
"4197","3673","5747"
"4198","3674","5747"
"4199","3675","5747"
"4200","3685","5747"
"4201","7709","1030"
"4202","C00777","6256"
"4203","C00777","6257"
"4204","C00777","6258"
"4205","C00777","5915"
"4206","C15493","6256"
"4207","C15493","6257"
"4208","C15493","6258"
"4209","C15493","5915"
"4210","1027","898"
"4211","1027","9134"
"4212","1027","1017"
"4213","10000","1147"
"4214","10000","3551"
"4215","10000","8517"
"4216","207","1147"
"4217","207","3551"
"4218","207","8517"
"4219","208","1147"
"4220","208","3551"
"4221","208","8517"
"4222","1163","6502"
"4223","1164","6502"
"4224","842","836"
"4225","317","842"
"4226","4149","1019"
"4227","4149","1021"
"4228","4149","595"
"4229","4149","1163"
"4230","4149","1164"
"4231","4149","7709"
"4232","4609","1019"
"4233","4609","1021"
"4234","4609","595"
"4235","4609","1163"
"4236","4609","1164"
"4237","4609","7709"
"4238","5728","C05981"
"4239","5747","5290"
"4240","5747","5291"
"4241","5747","5293"
"4242","5747","5295"
"4243","5747","5296"
"4244","5747","8503"
"4245","54205","842"
"4246","10319","3688"
"4247","10319","3655"
"4248","10319","3673"
"4249","10319","3674"
"4250","10319","3675"
"4251","10319","3685"
"4252","1282","3688"
"4253","1282","3655"
"4254","1282","3673"
"4255","1282","3674"
"4256","1282","3675"
"4257","1282","3685"
"4258","1284","3688"
"4259","1284","3655"
"4260","1284","3673"
"4261","1284","3674"
"4262","1284","3675"
"4263","1284","3685"
"4264","1285","3688"
"4265","1285","3655"
"4266","1285","3673"
"4267","1285","3674"
"4268","1285","3675"
"4269","1285","3685"
"4270","1286","3688"
"4271","1286","3655"
"4272","1286","3673"
"4273","1286","3674"
"4274","1286","3675"
"4275","1286","3685"
"4276","1287","3688"
"4277","1287","3655"
"4278","1287","3673"
"4279","1287","3674"
"4280","1287","3675"
"4281","1287","3685"
"4282","1288","3688"
"4283","1288","3655"
"4284","1288","3673"
"4285","1288","3674"
"4286","1288","3675"
"4287","1288","3685"
"4288","22798","3688"
"4289","22798","3655"
"4290","22798","3673"
"4291","22798","3674"
"4292","22798","3675"
"4293","22798","3685"
"4294","2335","3688"
"4295","2335","3655"
"4296","2335","3673"
"4297","2335","3674"
"4298","2335","3675"
"4299","2335","3685"
"4300","284217","3688"
"4301","284217","3655"
"4302","284217","3673"
"4303","284217","3674"
"4304","284217","3675"
"4305","284217","3685"
"4306","3908","3688"
"4307","3908","3655"
"4308","3908","3673"
"4309","3908","3674"
"4310","3908","3675"
"4311","3908","3685"
"4312","3909","3688"
"4313","3909","3655"
"4314","3909","3673"
"4315","3909","3674"
"4316","3909","3675"
"4317","3909","3685"
"4318","3910","3688"
"4319","3910","3655"
"4320","3910","3673"
"4321","3910","3674"
"4322","3910","3675"
"4323","3910","3685"
"4324","3911","3688"
"4325","3911","3655"
"4326","3911","3673"
"4327","3911","3674"
"4328","3911","3675"
"4329","3911","3685"
"4330","3912","3688"
"4331","3912","3655"
"4332","3912","3673"
"4333","3912","3674"
"4334","3912","3675"
"4335","3912","3685"
"4336","3913","3688"
"4337","3913","3655"
"4338","3913","3673"
"4339","3913","3674"
"4340","3913","3675"
"4341","3913","3685"
"4342","3914","3688"
"4343","3914","3655"
"4344","3914","3673"
"4345","3914","3674"
"4346","3914","3675"
"4347","3914","3685"
"4348","3915","3688"
"4349","3915","3655"
"4350","3915","3673"
"4351","3915","3674"
"4352","3915","3675"
"4353","3915","3685"
"4354","3918","3688"
"4355","3918","3655"
"4356","3918","3673"
"4357","3918","3674"
"4358","3918","3675"
"4359","3918","3685"
"4360","596","581"
"4361","1147","4792"
"4362","3551","4792"
"4363","8517","4792"
"4364","1869","5925"
"4365","1870","5925"
"4366","1871","5925"
"4367","1019","5925"
"4368","1021","5925"
"4369","4790","595"
"4370","4790","329"
"4371","4790","330"
"4372","4790","331"
"4373","4790","79444"
"4374","4790","598"
"4375","4790","7185"
"4376","4790","7186"
"4377","4790","7187"
"4378","4790","7188"
"4379","4790","7189"
"4380","4790","9618"
"4381","4790","5743"
"4382","5970","595"
"4383","5970","329"
"4384","5970","330"
"4385","5970","331"
"4386","5970","79444"
"4387","5970","598"
"4388","5970","7185"
"4389","5970","7186"
"4390","5970","7187"
"4391","5970","7188"
"4392","5970","7189"
"4393","5970","9618"
"4394","5970","5743"
"4395","6502","1027"
"4396","1030","1019"
"4397","1030","1021"
"4398","1030","595"
"4399","7157","1026"
"4400","7157","10912"
"4401","7157","1647"
"4402","7157","4616"
"4403","7157","581"
"4404","7157","578"
"4405","7157","1643"
"4406","7157","51426"
"4407","1147","100132074"
"4408","1147","2308"
"4409","1147","2309"
"4410","1147","4303"
"4411","1147","5728"
"4412","3551","100132074"
"4413","3551","2308"
"4414","3551","2309"
"4415","3551","4303"
"4416","3551","5728"
"4417","5599","100132074"
"4418","5599","2308"
"4419","5599","2309"
"4420","5599","4303"
"4421","5601","100132074"
"4422","5601","2308"
"4423","5601","2309"
"4424","5601","4303"
"4425","5602","100132074"
"4426","5602","2308"
"4427","5602","2309"
"4428","5602","4303"
"4429","5594","100132074"
"4430","5594","2308"
"4431","5594","2309"
"4432","5594","4303"
"4433","5595","100132074"
"4434","5595","2308"
"4435","5595","2309"
"4436","5595","4303"
"4437","51422","100132074"
"4438","51422","4303"
"4439","53632","100132074"
"4440","53632","4303"
"4441","5562","100132074"
"4442","5562","4303"
"4443","5563","100132074"
"4444","5563","4303"
"4445","5564","100132074"
"4446","5564","4303"
"4447","5565","100132074"
"4448","5565","4303"
"4449","5571","100132074"
"4450","5571","4303"
"4451","100132074","85417"
"4452","100132074","891"
"4453","100132074","9133"
"4454","100132074","595"
"4455","100132074","894"
"4456","100132074","901"
"4457","100132074","1030"
"4458","100132074","1032"
"4459","100132074","1026"
"4460","100132074","1027"
"4461","100132074","5934"
"4462","100132074","10733"
"4463","100132074","10769"
"4464","100132074","1263"
"4465","100132074","5347"
"4466","100132074","10912"
"4467","100132074","1647"
"4468","100132074","4616"
"4469","100132074","356"
"4470","100132074","10018"
"4471","100132074","8743"
"4472","100132074","604"
"4473","100132074","664"
"4474","100132074","9140"
"4475","100132074","11337"
"4476","100132074","11345"
"4477","100132074","23710"
"4478","100132074","847"
"4479","100132074","6648"
"4480","100132074","472"
"4481","100132074","5105"
"4482","100132074","5106"
"4483","100132074","2538"
"4484","100132074","57818"
"4485","100132074","92579"
"4486","100132074","3575"
"4487","100132074","10365"
"4488","100132074","1901"
"4489","100132074","8698"
"4490","100132074","5896"
"4491","100132074","5897"
"4492","100132074","114907"
"4493","100132074","26260"
"4494","2308","85417"
"4495","2308","891"
"4496","2308","9133"
"4497","2308","595"
"4498","2308","894"
"4499","2308","901"
"4500","2308","1030"
"4501","2308","1032"
"4502","2308","1026"
"4503","2308","1027"
"4504","2308","5934"
"4505","2308","10733"
"4506","2308","10769"
"4507","2308","1263"
"4508","2308","5347"
"4509","2308","10912"
"4510","2308","1647"
"4511","2308","4616"
"4512","2308","356"
"4513","2308","10018"
"4514","2308","8743"
"4515","2308","604"
"4516","2308","664"
"4517","2308","9140"
"4518","2308","11337"
"4519","2308","11345"
"4520","2308","23710"
"4521","2308","472"
"4522","2308","5105"
"4523","2308","5106"
"4524","2308","2538"
"4525","2308","57818"
"4526","2308","92579"
"4527","2308","3575"
"4528","2308","10365"
"4529","2308","1901"
"4530","2308","8698"
"4531","2308","5896"
"4532","2308","5897"
"4533","2308","114907"
"4534","2308","26260"
"4535","2309","85417"
"4536","2309","891"
"4537","2309","9133"
"4538","2309","595"
"4539","2309","894"
"4540","2309","901"
"4541","2309","1030"
"4542","2309","1032"
"4543","2309","1026"
"4544","2309","1027"
"4545","2309","5934"
"4546","2309","10733"
"4547","2309","10769"
"4548","2309","1263"
"4549","2309","5347"
"4550","2309","10912"
"4551","2309","1647"
"4552","2309","4616"
"4553","2309","356"
"4554","2309","10018"
"4555","2309","8743"
"4556","2309","604"
"4557","2309","664"
"4558","2309","9140"
"4559","2309","11337"
"4560","2309","11345"
"4561","2309","23710"
"4562","2309","472"
"4563","2309","5105"
"4564","2309","5106"
"4565","2309","2538"
"4566","2309","57818"
"4567","2309","92579"
"4568","2309","3575"
"4569","2309","10365"
"4570","2309","1901"
"4571","2309","8698"
"4572","2309","5896"
"4573","2309","5897"
"4574","2309","114907"
"4575","2309","26260"
"4576","4303","85417"
"4577","4303","891"
"4578","4303","9133"
"4579","4303","595"
"4580","4303","894"
"4581","4303","901"
"4582","4303","1030"
"4583","4303","1032"
"4584","4303","1026"
"4585","4303","1027"
"4586","4303","5934"
"4587","4303","10733"
"4588","4303","10769"
"4589","4303","1263"
"4590","4303","5347"
"4591","4303","10912"
"4592","4303","1647"
"4593","4303","4616"
"4594","4303","356"
"4595","4303","10018"
"4596","4303","8743"
"4597","4303","604"
"4598","4303","664"
"4599","4303","9140"
"4600","4303","11337"
"4601","4303","11345"
"4602","4303","23710"
"4603","4303","847"
"4604","4303","6648"
"4605","4303","472"
"4606","4303","5105"
"4607","4303","5106"
"4608","4303","2538"
"4609","4303","57818"
"4610","4303","92579"
"4611","4303","3575"
"4612","4303","10365"
"4613","4303","1901"
"4614","4303","8698"
"4615","4303","5896"
"4616","4303","5897"
"4617","4303","114907"
"4618","4303","26260"
"4619","3265","369"
"4620","3265","673"
"4621","3845","369"
"4622","3845","673"
"4623","4893","369"
"4624","4893","673"
"4625","369","5604"
"4626","369","5605"
"4627","673","5604"
"4628","673","5605"
"4629","10000","100132074"
"4630","10000","4303"
"4631","207","100132074"
"4632","207","4303"
"4633","208","100132074"
"4634","208","4303"
"4635","5170","1147"
"4636","5170","3551"
"4637","5170","10000"
"4638","5170","207"
"4639","5170","208"
"4640","5170","100533105"
"4641","5170","10110"
"4642","5170","23678"
"4643","5170","6446"
"4644","C05981","5170"
"4645","6789","100132074"
"4646","6789","2308"
"4647","6789","2309"
"4648","6789","4303"
"4649","3480","3667"
"4650","3480","8471"
"4651","3480","8660"
"4652","1017","100132074"
"4653","1017","2308"
"4654","1017","2309"
"4655","1017","4303"
"4656","2911","9454"
"4657","2911","9455"
"4658","2911","9456"
"4659","2911","116986"
"4660","9454","5290"
"4661","9454","5291"
"4662","9454","5293"
"4663","9454","5295"
"4664","9454","5296"
"4665","9454","8503"
"4666","9455","5290"
"4667","9455","5291"
"4668","9455","5293"
"4669","9455","5295"
"4670","9455","5296"
"4671","9455","8503"
"4672","9456","5290"
"4673","9456","5291"
"4674","9456","5293"
"4675","9456","5295"
"4676","9456","5296"
"4677","9456","8503"
"4678","116986","5290"
"4679","116986","5291"
"4680","116986","5293"
"4681","116986","5295"
"4682","116986","5296"
"4683","116986","8503"
"4684","102800317","100132074"
"4685","102800317","2308"
"4686","102800317","2309"
"4687","102800317","4303"
"4688","1454","100132074"
"4689","1454","2308"
"4690","1454","2309"
"4691","1454","4303"
"4692","100533105","100132074"
"4693","100533105","2308"
"4694","100533105","2309"
"4695","100533105","4303"
"4696","10110","100132074"
"4697","10110","2308"
"4698","10110","2309"
"4699","10110","4303"
"4700","23678","100132074"
"4701","23678","2308"
"4702","23678","2309"
"4703","23678","4303"
"4704","6446","100132074"
"4705","6446","2308"
"4706","6446","2309"
"4707","6446","4303"
"4708","7046","4088"
"4709","7048","4088"
"4710","4089","4088"
"4711","6774","100132074"
"4712","6774","2308"
"4713","6774","2309"
"4714","6774","4303"
"4715","3569","6774"
"4716","3586","6774"
"4717","51701","100132074"
"4718","51701","2308"
"4719","51701","2309"
"4720","51701","4303"
"4721","1432","100132074"
"4722","1432","2308"
"4723","1432","2309"
"4724","1432","4303"
"4725","5600","100132074"
"4726","5600","2308"
"4727","5600","2309"
"4728","5600","4303"
"4729","5603","100132074"
"4730","5603","2308"
"4731","5603","2309"
"4732","5603","4303"
"4733","6300","100132074"
"4734","6300","2308"
"4735","6300","2309"
"4736","6300","4303"
"4737","80854","100132074"
"4738","80854","2308"
"4739","80854","2309"
"4740","80854","4303"
"4741","3276","100132074"
"4742","3276","2308"
"4743","3276","2309"
"4744","3276","4303"
"4745","7874","100132074"
"4746","7874","2308"
"4747","7874","2309"
"4748","7874","4303"
"4749","6794","100132074"
"4750","6794","2308"
"4751","6794","2309"
"4752","6794","4303"
"4753","C00008","6794"
"4754","C00025","2911"
"4755","7042","7046"
"4756","7042","7048"
"4757","7043","7046"
"4758","7043","7048"
"4759","10000","2931"
"4760","10000","2932"
"4761","207","2931"
"4762","207","2932"
"4763","208","2931"
"4764","208","2932"
"4765","C00031","22877"
"4766","C00031","51085"
"4767","C00031","6945"
"4768","22877","5313"
"4769","51085","5313"
"4770","6945","5313"
"4771","7124","7132"
"4772","7124","5599"
"4773","7124","5601"
"4774","7124","5602"
"4775","4790","3569"
"4776","4790","3552"
"4777","4790","3553"
"4778","4790","7124"
"4779","5970","3569"
"4780","5970","3552"
"4781","5970","3553"
"4782","5970","7124"
"4783","9021","3667"
"4784","9021","8660"
"4785","5465","6256"
"4786","9370","5465"
"4787","51094","51422"
"4788","51094","53632"
"4789","51094","5562"
"4790","51094","5563"
"4791","51094","5564"
"4792","51094","5565"
"4793","51094","5571"
"4794","79602","51422"
"4795","79602","53632"
"4796","79602","5562"
"4797","79602","5563"
"4798","79602","5564"
"4799","79602","5565"
"4800","79602","5571"
"4801","C00162","5465"
"4802","C00162","998"
"4803","C00162","5879"
"4804","C00162","7124"
"4805","C00162","2081"
"4806","C00162","9451"
"4807","C00162","356"
"4808","841","637"
"4809","637","54205"
"4810","54205","836"
"4811","54205","840"
"4812","355","841"
"4813","9451","1965"
"4814","1965","468"
"4815","10018","581"
"4816","468","1649"
"4817","1649","10018"
"4818","356","355"
"4819","2081","7186"
"4820","2081","7494"
"4821","7186","4217"
"4822","7186","3551"
"4823","5599","5601"
"4824","5599","5602"
"4825","5599","83737"
"4826","5599","3552"
"4827","5599","3553"
"4828","5599","3569"
"4829","5599","7124"
"4830","5599","5599"
"4831","3725","3552"
"4832","3725","3553"
"4833","3725","3569"
"4834","3725","7124"
"4835","5601","83737"
"4836","5601","3552"
"4837","5601","3553"
"4838","5601","3569"
"4839","5601","7124"
"4840","5602","83737"
"4841","5602","3552"
"4842","5602","3553"
"4843","5602","3569"
"4844","5602","7124"
"4845","3551","4790"
"4846","3551","5970"
"4847","4217","5599"
"4848","4217","5601"
"4849","4217","5602"
"4850","998","4296"
"4851","5879","4296"
"4852","4296","5599"
"4853","83737","841"
"4854","7494","1050"
"4855","3953","51422"
"4856","3953","53632"
"4857","3953","5562"
"4858","3953","5563"
"4859","3953","5564"
"4860","3953","5565"
"4861","3953","5571"
"4862","10062","6256"
"4863","10062","6720"
"4864","6256","6720"
"4865","3570","9021"
"4866","7132","4790"
"4867","7132","5970"
"4868","64332","4790"
"4869","64332","5970"
"4870","6256","5468"
"4871","6257","5468"
"4872","6258","5468"
"4873","1050","8864"
"4874","6688","929"
"4875","6688","3684"
"4876","6688","2209"
"4877","25942","9611"
"4878","6667","7709"
"4879","4066","6929"
"4880","C00165","5588"
"4881","4790","4792"
"4882","4790","4793"
"4883","4790","4794"
"4884","4790","30009"
"4885","4790","3458"
"4886","4790","3594"
"4887","4790","3595"
"4888","4790","2625"
"4889","4790","3559"
"4890","4790","3566"
"4891","4790","3565"
"4892","4790","3558"
"4893","4790","3567"
"4894","4790","3596"
"4895","5970","4792"
"4896","5970","4793"
"4897","5970","4794"
"4898","5970","30009"
"4899","5970","3458"
"4900","5970","3594"
"4901","5970","3595"
"4902","5970","2625"
"4903","5970","3559"
"4904","5970","3566"
"4905","5970","3565"
"4906","5970","3558"
"4907","5970","3567"
"4908","5970","3596"
"4909","1147","4793"
"4910","1147","4794"
"4911","3551","4793"
"4912","3551","4794"
"4913","8517","4793"
"4914","8517","4794"
"4915","5588","1147"
"4916","5588","3551"
"4917","5588","8517"
"4918","4772","30009"
"4919","4772","3458"
"4920","4772","3594"
"4921","4772","3595"
"4922","4772","2625"
"4923","4772","3559"
"4924","4772","3566"
"4925","4772","3565"
"4926","4772","3558"
"4927","4772","3567"
"4928","4772","3596"
"4929","4773","30009"
"4930","4773","3458"
"4931","4773","3594"
"4932","4773","3595"
"4933","4773","2625"
"4934","4773","3559"
"4935","4773","3566"
"4936","4773","3565"
"4937","4773","3558"
"4938","4773","3567"
"4939","4773","3596"
"4940","4775","30009"
"4941","4775","3458"
"4942","4775","3594"
"4943","4775","3595"
"4944","4775","2625"
"4945","4775","3559"
"4946","4775","3566"
"4947","4775","3565"
"4948","4775","3558"
"4949","4775","3567"
"4950","4775","3596"
"4951","5530","4772"
"4952","5530","4775"
"4953","5532","4772"
"4954","5532","4775"
"4955","5533","4772"
"4956","5533","4775"
"4957","5534","4772"
"4958","5534","4775"
"4959","5535","4772"
"4960","5535","4775"
"4961","7535","27040"
"4962","919","7535"
"4963","C00076","5530"
"4964","C00076","5532"
"4965","C00076","5533"
"4966","C00076","5534"
"4967","C00076","5535"
"4968","3725","30009"
"4969","3725","3458"
"4970","3725","3594"
"4971","3725","3595"
"4972","3725","2625"
"4973","3725","3559"
"4974","3725","3566"
"4975","3725","3565"
"4976","3725","3558"
"4977","3725","3567"
"4978","3725","3596"
"4979","27040","5335"
"4980","2353","30009"
"4981","2353","3458"
"4982","2353","3594"
"4983","2353","3595"
"4984","2353","2625"
"4985","2353","3559"
"4986","2353","3566"
"4987","2353","3565"
"4988","2353","3558"
"4989","2353","3567"
"4990","2353","3596"
"4991","5335","C01245"
"4992","5335","C00165"
"4993","920","3932"
"4994","3932","7535"
"4995","3459","6772"
"4996","3460","6772"
"4997","6772","30009"
"4998","6772","3458"
"4999","6772","3594"
"5000","6772","3595"
"5001","3594","6775"
"5002","3595","6775"
"5003","6775","30009"
"5004","6775","3458"
"5005","6775","3594"
"5006","6775","3595"
"5007","3566","6778"
"5008","6778","2625"
"5009","6778","3559"
"5010","6778","3566"
"5011","6778","3565"
"5012","6778","3558"
"5013","2625","3559"
"5014","2625","3566"
"5015","2625","3565"
"5016","2625","3558"
"5017","2625","3567"
"5018","2625","3596"
"5019","2625","4094"
"5020","2625","30009"
"5021","2625","3594"
"5022","2625","3595"
"5023","2625","2625"
"5024","30009","3458"
"5025","30009","3594"
"5026","30009","3595"
"5027","30009","2625"
"5028","30009","3565"
"5029","30009","864"
"5030","3559","6776"
"5031","3559","6777"
"5032","3560","6776"
"5033","3560","6777"
"5034","3561","6776"
"5035","3561","6777"
"5036","6776","2625"
"5037","6776","3559"
"5038","6776","3566"
"5039","6776","3565"
"5040","6776","3558"
"5041","6777","2625"
"5042","6777","3559"
"5043","6777","3566"
"5044","6777","3565"
"5045","6777","3558"
"5046","4094","3559"
"5047","4094","3566"
"5048","4094","3565"
"5049","182","4851"
"5050","182","4853"
"5051","3714","4851"
"5052","3714","4853"
"5053","4851","55534"
"5054","4851","84441"
"5055","4851","9794"
"5056","4851","11317"
"5057","4851","3516"
"5058","4853","55534"
"5059","4853","84441"
"5060","4853","9794"
"5061","4853","11317"
"5062","4853","3516"
"5063","55534","30009"
"5064","55534","2625"
"5065","55534","3565"
"5066","84441","30009"
"5067","84441","2625"
"5068","84441","3565"
"5069","9794","30009"
"5070","9794","2625"
"5071","9794","3565"
"5072","11317","30009"
"5073","11317","2625"
"5074","11317","3565"
"5075","3516","30009"
"5076","3516","2625"
"5077","3516","3565"
"5078","10683","4854"
"5079","28514","4854"
"5080","54567","4854"
"5081","4854","55534"
"5082","4854","84441"
"5083","4854","9794"
"5084","4854","11317"
"5085","4854","3516"
"5086","4854","4790"
"5087","4854","5970"
"5088","3108","919"
"5089","3109","919"
"5090","3111","919"
"5091","3112","919"
"5092","3113","919"
"5093","3115","919"
"5094","3117","919"
"5095","3118","919"
"5096","3119","919"
"5097","3122","919"
"5098","3123","919"
"5099","3125","919"
"5100","3126","919"
"5101","3127","919"
"5102","C00076","5578"
"5103","C00076","5579"
"5104","C00076","5582"
"5105","5336","C00165"
"5106","5336","C01245"
"5107","C01245","3708"
"5108","C01245","3709"
"5109","C01245","3710"
"5110","2767","23236"
"5111","2767","5330"
"5112","2767","5331"
"5113","2767","5332"
"5114","2776","23236"
"5115","2776","5330"
"5116","2776","5331"
"5117","2776","5332"
"5118","55811","C00575"
"5119","5594","3479"
"5120","5594","3726"
"5121","5594","8651"
"5122","5594","8835"
"5123","5594","9021"
"5124","5594","3483"
"5125","5594","3486"
"5126","5595","3479"
"5127","5595","3726"
"5128","5595","8651"
"5129","5595","8835"
"5130","5595","9021"
"5131","5595","3483"
"5132","5595","3486"
"5133","5578","775"
"5134","5578","776"
"5135","5578","778"
"5136","5578","779"
"5137","5579","775"
"5138","5579","776"
"5139","5579","778"
"5140","5579","779"
"5141","5582","775"
"5142","5582","776"
"5143","5582","778"
"5144","5582","779"
"5145","C00165","5578"
"5146","C00165","5579"
"5147","C00165","5582"
"5148","2692","2778"
"5149","2691","2692"
"5150","5566","775"
"5151","5566","776"
"5152","5566","778"
"5153","5566","779"
"5154","5567","775"
"5155","5567","776"
"5156","5567","778"
"5157","5567","779"
"5158","5568","775"
"5159","5568","776"
"5160","5568","778"
"5161","5568","779"
"5162","2778","55811"
"5163","10488","5449"
"5164","10488","2353"
"5165","1385","5449"
"5166","1385","2353"
"5167","1386","5449"
"5168","1386","2353"
"5169","1388","5449"
"5170","1388","2353"
"5171","148327","5449"
"5172","148327","2353"
"5173","468","5449"
"5174","468","2353"
"5175","64764","5449"
"5176","64764","2353"
"5177","84699","5449"
"5178","84699","2353"
"5179","90993","5449"
"5180","90993","2353"
"5181","9586","5449"
"5182","9586","2353"
"5183","5449","1442"
"5184","5449","1443"
"5185","5449","2688"
"5186","5449","2689"
"5187","51738","2693"
"5188","3717","5335"
"5189","3717","5336"
"5190","3717","25759"
"5191","3717","399694"
"5192","3717","53358"
"5193","3717","6464"
"5194","3717","3667"
"5195","3717","8471"
"5196","3717","8660"
"5197","3717","5747"
"5198","2475","3479"
"5199","2475","3726"
"5200","2475","8651"
"5201","2475","8835"
"5202","2475","9021"
"5203","2475","3483"
"5204","2475","2353"
"5205","2475","3486"
"5206","2932","3479"
"5207","2932","3726"
"5208","2932","8651"
"5209","2932","8835"
"5210","2932","9021"
"5211","2932","3483"
"5212","2932","2353"
"5213","2932","3486"
"5214","2353","1442"
"5215","2353","1443"
"5216","2353","2688"
"5217","2353","2689"
"5218","5747","9564"
"5219","5747","1398"
"5220","5747","1399"
"5221","9564","4214"
"5222","1398","4214"
"5223","1399","4214"
"5224","4214","5606"
"5225","4214","5608"
"5226","4214","6416"
"5227","6772","3479"
"5228","6772","3726"
"5229","6772","3483"
"5230","6772","2353"
"5231","6772","3486"
"5232","6774","3479"
"5233","6774","3726"
"5234","6774","3483"
"5235","6774","2353"
"5236","6774","3486"
"5237","6776","3479"
"5238","6776","3726"
"5239","6776","3483"
"5240","6776","2353"
"5241","6776","3486"
"5242","6777","3479"
"5243","6777","3726"
"5244","6777","3483"
"5245","6777","2353"
"5246","6777","3486"
"5247","2693","2767"
"5248","2693","2776"
"5249","6750","6751"
"5250","6750","6752"
"5251","6750","6753"
"5252","6750","6755"
"5253","6751","2770"
"5254","6751","2771"
"5255","6751","2773"
"5256","6752","2770"
"5257","6752","2771"
"5258","6752","2773"
"5259","6753","2770"
"5260","6753","2771"
"5261","6753","2773"
"5262","6755","2770"
"5263","6755","2771"
"5264","6755","2773"
"5265","2770","55811"
"5266","2771","55811"
"5267","2773","55811"
"5268","25759","2885"
"5269","399694","2885"
"5270","53358","2885"
"5271","6464","2885"
"5272","5606","5599"
"5273","5606","5601"
"5274","5606","5602"
"5275","5606","1432"
"5276","5606","5600"
"5277","5606","5603"
"5278","5606","6300"
"5279","5608","5599"
"5280","5608","5601"
"5281","5608","5602"
"5282","5608","1432"
"5283","5608","5600"
"5284","5608","5603"
"5285","5608","6300"
"5286","22801","60"
"5287","22801","71"
"5288","3655","60"
"5289","3655","71"
"5290","3672","60"
"5291","3672","71"
"5292","3673","60"
"5293","3673","71"
"5294","3674","60"
"5295","3674","71"
"5296","3675","60"
"5297","3675","71"
"5298","3676","60"
"5299","3676","71"
"5300","3678","60"
